"ID";"w1_q1";"w1_q2";"w1_q3";"w1_q3_txt";"w1_q4x1";"w1_q4x2";"w1_q4x3";"w1_q4x4";"w1_q4x5";"w1_q4x6";"w1_q4x7";"w1_q4x8";"w1_q5x1";"w1_q5x2";"w1_q5x3";"w1_q5x4";"w1_q17x1";"w1_q17x2";"w1_q17x3";"w1_q17x4";"w1_q17x5";"w1_q17x6";"w1_q18x1";"w1_q18x2";"w1_q18x3";"w1_q18x4";"w1_q18x5";"w1_q18x6";"w1_q19";"w1_q20";"w1_q21";"w1_q52x1";"w1_q52x2";"w1_q52x3";"w1_q52x4";"w1_q52x5";"w1_q53x1";"w1_q53x2";"w1_q53x3";"w1_q53x4";"w1_q53x5";"w1_q56";"w1_q64";"w1_q73";"w1_q74";"w3_q1";"w3_q2";"w3_q3";"w3_q4";"w3_q5";"w3_q6";"w3_q7";"w3_q8";"w3_q9x1";"w3_q9x2";"w3_q9x3";"w3_q9x4";"w3_q9x5";"w3_q9x6";"w3_q9x6_txt";"w3_q9x7";"w3_q10";"w3_q11";"w3_q12";"w3_q13";"w3_q14";"w3_q15";"w3_q16";"w3_q17";"w3_q18";"w3_q19";"w3_q20";"w3_q21";"w3_q22";"w3_q23";"w3_q24";"w3_q25";"w3_q31";"w3_q32";"w3_q35";"w3_q36";"PE_w3_pe_emissions";"PE_w3_pe_timer_submit";"PE_w3_pe_click_count";"PE_w3_pe_change";"PE_w3_q59";"PE_w3_q60";"PE_w3_q61"
5251;1967;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;"engaged in voluntary work";"part time";NA;NA;NA;NA;35;NA;NA;0.5;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"neither agree nor disagree";"strongly agree";"agree";"strongly agree";"agree";"neither agree nor disagree";NA;"agree";"neither agree nor disagree";"agree";"3";"very good";"2001 to 4000 chf";"above 18000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"10000";8000;"5 days per week";300;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;0;1;"several times a month";20;20;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"vegan (eg fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";3;115;"natural gas";"no";"very worried";"8";"8";"6";28.59;158.73;44;"emissions have changed";"yes";"3";"5"
5252;1981;"male";"university of applied sciences, university of education";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 1 days per week";"agree";"strongly agree";"neither agree nor disagree";"agree";"agree";"neither agree nor disagree";"agree";"neither agree nor disagree";"agree";"disagree";"4";"very good";"10001 to 12000 chf";"16001 to 18000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"10000";6000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;2;1;"at least once a month";5;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";3;180;"heating pump";"no";"somewhat worried";"6";"6";"2";17.38;212.795;107;"emissions have changed";NA;"3";"5"
5254;2000;"female";"compulsory school";NA;NA;NA;NA;NA;"in training (school, university, apprenticeship)";NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;NA;NA;60;NA;NA;NA;NA;NA;NA;"no, i do not have the possibility to work at home";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";"very good";NA;NA;"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"2000";18000;"1 day per week";5;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";8;1;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";6;100;NA;"no";"somewhat worried";"3";"not at all confident 0";"3";22.69;31.816;28;"no change to emissions";"no";NA;NA
5255;1983;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"agree";"2";"good";"4001 to 6000 chf";"4001 to 6000 chf";"no";NA;NA;NA;NA;NA;"1 day per week";80;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";38;0;NA;"vegetarian (eg cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";1;38;NA;"no";"very worried";"7";"7";"3";7.76;87.543;16;"emissions have changed";"no";"3";"5"
5256;1996;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"strongly agree";"strongly agree";"neither agree nor disagree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"2";"very good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"someone outside my household owns a car that i can use when necessary";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;1000;"5 days per week";10;NA;NA;NA;NA;"selected";NA;NA;NA;"i have flown or plan to fly in 2022";40;40;2;"rarely";0;1;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";1;68;"heating pump";"no";"very worried";"5";"8";"8";117.28;64.527;25;"emissions have changed";"no";"6";"extremely difficult 10"
5257;1981;"female";"university of applied sciences, university of education";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;"engaged in voluntary work";NA;"part time";NA;NA;18;NA;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 1 days per week";"disagree strongly";"strongly agree";"strongly agree";"agree";"agree";"agree";"agree";"agree";"agree";"agree";"2";"good";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"6000";1000;"never";NA;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"at least once a month";0;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";5;120;"heating pump";"no";"very worried";"a great deal 10";"8";"3";3.78;157.573;51;"emissions have changed";"no";"not at all expensive 0";"2"
5258;1950;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";"agree";"agree";"agree";"disagree";"agree";"agree";"agree";"strongly agree";"5";"good";"2001 to 4000 chf";"8001 to 10000 chf";"no";NA;NA;NA;NA;NA;"2 days per week";30;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";1;1;0;"never";NA;NA;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";1;120;NA;"no";"somewhat worried";"5";"5";"5";23.2;55.146;17;"emissions have changed";"no";"5";"5"
5260;1977;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;NA;"employed, in the private sector";NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;"engaged in voluntary work";NA;"full time";NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 3 days per week";"agree";"agree";"neither agree nor disagree";"agree";"agree";"neither agree nor disagree";"neither agree nor disagree";"disagree";"disagree";"neither agree nor disagree";"6";"very good";"12001 to 14000 chf";"above 18000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"70000";1000;"1 day per week";20;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;0;2;"several times a month";20;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";4;125;"natural gas";"yes";"somewhat worried";"4";"4";"4";29.67;3.156;1;"no change to emissions";"no";NA;NA
5261;1965;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"strongly agree";"disagree";"disagree";"agree";"disagree";"disagree";"disagree";"3";"fair";"6001 to 8000 chf";"12001 to 14000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"50000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;2;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";4;115;"heating pump";"no";"somewhat worried";"5";"6";"completely confident 10";10.25;229.282;95;"emissions have changed";"no";"5";"6"
5262;1978;"male";"compulsory school";NA;NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 4 days per week";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"neither agree nor disagree";"5";"very good";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i own a car";"diesel engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"4000";8000;"6 days per week";0;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";50;50;50;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished before 1980 (old)";6;100;"heating oil";"no";NA;NA;NA;NA;518.55;14.245;2;"no change to emissions";"yes";NA;NA
5264;1958;"female";"8";"Scuola magistrale";"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;4.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"1";"good";"2001 to 4000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"8000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"rarely";2;0;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"semi-detached house / terraced house";"built / refurbished between 1980 and 2010";2;100;"heating oil";"no";"very worried";"a great deal 10";"completely confident 10";"completely confident 10";23.82;181.569;9;"emissions have changed";NA;"extremely expensive 10";"extremely difficult 10"
5265;1952;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"strongly agree";"neither agree nor disagree";"strongly agree";"disagree";"disagree strongly";"agree";"strongly agree";"disagree";"agree";"6";"fair";"2001 to 4000 chf";"2001 to 4000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"34000";10000;"1 day per week";200;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";50;50;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;180;"wood or wood pellets";"no";"very worried";"2";"6";"5";5.39;21.125;2;"no change to emissions";"yes";NA;NA
5268;1954;"female";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"agree";NA;"agree";"agree";"disagree";"agree";"neither agree nor disagree";"disagree strongly";"agree";"7";"good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"8000";8000;"2 days per week";80;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;1;1;"several times a week";0;100;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";1;70;"wood or wood pellets";"no";"very worried";"6";"completely confident 10";"completely confident 10";14.1;111.754;14;"emissions have changed";"no";"7";"6"
5269;1971;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;"yes, 6 days per week";"disagree strongly";"disagree strongly";"disagree strongly";"strongly agree";"disagree strongly";"disagree strongly";"disagree strongly";"disagree strongly";"strongly agree";"disagree strongly";"7";"very good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"2000";12000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";1;68;"heating pump";"no";"not at all worried";"not at all 0";"completely confident 10";"not at all confident 0";5.94;30.045;1;"no change to emissions";"no";"not at all expensive 0";"not at all difficult 0"
5270;1969;"male";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"neither agree nor disagree";"agree";"neither agree nor disagree";"neither agree nor disagree";"agree";"neither agree nor disagree";"disagree";"neither agree nor disagree";"5";"good";NA;NA;"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"20000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a month";10;10;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";5;120;NA;"no";"somewhat worried";"5";"5";"5";23.62;18.619;9;"no change to emissions";"no";"8";"7"
5271;1967;"female";"compulsory school";NA;NA;NA;NA;NA;NA;NA;"pensioner, retired (ie ahv, iv)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"neither agree nor disagree";NA;NA;NA;NA;NA;NA;NA;NA;"5";"very bad";NA;NA;"no";NA;NA;NA;NA;NA;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"never";NA;NA;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";2;94;"heating pump";"yes";"somewhat worried";"5";"completely confident 10";"completely confident 10";3.1;15.918;4;"no change to emissions";"no";NA;NA
5272;1983;"male";"university / eth";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"agree";"agree";"agree";"disagree";"agree";"agree";"agree";"disagree";"7";"fair";"12001 to 14000 chf";"14001 to 16000 chf";"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"20000";10000;"5 days per week";500;NA;NA;"selected";NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";3;1;0;"several times a week";10;5;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";4;150;"natural gas";"no";"very worried";"a great deal 10";"5";"1";25.12;171.393;29;"emissions have changed";NA;"6";"5"
5275;1961;"male";"vocational apprenticeship, vocational school, secondary vocational school";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;1.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7 days";NA;"no, i do not have the possibility to work at home";"agree";"agree";"disagree strongly";"agree";"agree";"strongly agree";"agree";"agree";"agree";"disagree";"4";"good";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i have a company car";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;6000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";25;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished since 2010";4;100;"wood or wood pellets";"no";"very worried";"4";"3";"6";3.36;91.173;6;"emissions have changed";NA;"4";"5"
5276;1971;"male";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;"in training (school, university, apprenticeship)";"engaged in household work, caring for dependents (ie children / elderly)";"pensioner, retired (ie ahv, iv)";NA;"part time";NA;NA;"part time";NA;NA;NA;NA;0.1;NA;30;NA;NA;NA;NA;NA;"5 days";"2 days";"yes, 5 days per week";"agree";"agree";"neither agree nor disagree";"agree";"agree";"neither agree nor disagree";"strongly agree";"agree";"disagree strongly";"neither agree nor disagree";"4";"good";"4001 to 6000 chf";"6001 to 8000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"12000";10000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";2;2;0;"rarely";10;10;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished since 2010";2;80;"natural gas";"no";"somewhat worried";"2";"3";"2";17.19;24.681;20;"no change to emissions";"no";NA;NA
5280;1973;"male";"8";"MBA";NA;"employed, in the private sector";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"yes, 5 days per week";"agree";"strongly agree";"agree";"disagree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"agree";NA;"7";"very good";"over 14000 chf";"above 18000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"70000";20000;"4 days per week";999;"selected";NA;NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";2;1;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished since 2010";3;180;"natural gas";"no";"somewhat worried";"7";"8";"8";32.39;116.092;32;"emissions have changed";NA;"2";"5"
5281;1989;"female";"university of applied sciences, university of education";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"agree";"strongly agree";"agree";"agree";"agree";"strongly agree";"strongly agree";"strongly agree";"agree";"agree";"1";"very good";"4001 to 6000 chf";"10001 to 12000 chf";"yes";"i own a car";"diesel engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"16000";2000;"1 day per week";10;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"daily";30;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";3;40;"heating oil";"yes";"extremely worried";"8";"8";"completely confident 10";10.4;95.856;10;"emissions have changed";NA;"2";"5"
5283;1993;"female";"university / eth";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5 days";NA;"no, i do not have the possibility to work at home";"strongly agree";"agree";"agree";"strongly agree";"strongly agree";"agree";"agree";"agree";"neither agree nor disagree";"strongly agree";"2";"good";"4001 to 6000 chf";"4001 to 6000 chf";"yes";"i own a car";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"36000";20000;"1 day per week";60;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";0;1;1;"at least once a month";10;0;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"no";"flat / apartment";"built / refurbished between 1980 and 2010";2;70;"heating pump";"no";"very worried";"7";"7";"6";16.48;109.853;40;"emissions have changed";"yes";"7";"5"
5284;1966;"male";"university / eth";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4 days";NA;"yes, 2 days per week";"disagree";"agree";"agree";"disagree";"disagree";"agree";"disagree";"agree";"agree";"disagree";"5";"good";"over 14000 chf";"16001 to 18000 chf";"yes";"i own a car";"petrol (gas) engine";"large suv, van, truck, sports car (eg vw tiguan, seat ateca, porsche 911)";"70000";20000;"2 days per week";20;NA;"selected";NA;NA;NA;NA;NA;NA;"i have flown or plan to fly in 2022";8;6;6;"several times a month";100;100;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"flat / apartment";"built / refurbished between 1980 and 2010";2;145;"natural gas";"yes";"somewhat worried";"6";"6";"6";87.1;51.189;22;"no change to emissions";"no";"3";"7"
5287;1963;"female";"university / eth";NA;NA;NA;NA;NA;NA;"engaged in household work, caring for dependents (ie children / elderly)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"strongly agree";"agree";"neither agree nor disagree";"agree";"disagree";"agree";"neither agree nor disagree";"agree";"agree";"agree";NA;"good";NA;"12001 to 14000 chf";"yes";"someone in my household owns a car that i can use when necessary";"petrol (gas) engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";NA;30000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;1;1;"rarely";0;1;NA;"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";4;250;"heating pump";"no";"very worried";"8";"8";"5";24.25;327.544;9;"emissions have changed";NA;"7";"5"
5288;1964;"male";"university / eth";NA;NA;NA;NA;"unemployed / seeking employment";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"agree";"strongly agree";"strongly agree";"disagree";"strongly agree";"strongly agree";"strongly agree";"disagree";"strongly agree";"disagree";"2";"good";"under 2000 chf";"under 2000 chf";"yes";"i own a car";"petrol (gas) engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";"4000";2000;"never";NA;NA;NA;NA;NA;NA;NA;NA;"selected";"i have flown or plan to fly in 2022";0;1;0;"never";NA;NA;NA;"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";2;190;"natural gas";"no";"very worried";"3";"completely confident 10";"3";32.81;30.458;1;"emissions have changed";NA;"9";"5"
5289;1985;"male";"university / eth";NA;NA;NA;"employed, self-employed";NA;NA;NA;NA;NA;NA;NA;"full time";NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;"1 day";NA;"yes, 5 days per week";"strongly agree";"agree";"neither agree nor disagree";"strongly agree";"agree";"strongly agree";"agree";"agree";"neither agree nor disagree";"agree";"0 (left)";"very good";"under 2000 chf";"6001 to 8000 chf";"yes";"i own a car";"diesel engine";"intermediate sedan, combi (eg skoda octavia, mercedes-benz a-klasse, vw golf)";"12000";7000;"1 day per week";40;NA;NA;NA;NA;NA;"selected";"carta per più corse";NA;"i have flown or plan to fly in 2022";0;2;1;"several times a week";10;3;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"omnivore (eg meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished between 1980 and 2010";3;200;"heating pump";"yes";"very worried";"5";"completely confident 10";"9";19.84;195.478;23;"emissions have changed";NA;"4";"7"
5291;1960;"female";"higher technical / vocational training (eg federal certificate, master craftsmans diploma)";NA;"employed, in the public sector (municipality, canton, federal government)";NA;NA;NA;NA;NA;NA;NA;"part time";NA;NA;NA;NA;NA;NA;NA;NA;"i do not have a fixed place of work";NA;NA;NA;NA;NA;NA;NA;NA;"yes, 3 days per week";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";"strongly agree";NA;"agree";"2";"good";"4001 to 6000 chf";"14001 to 16000 chf";"yes";"someone in my household owns a car that i can use when necessary";"(plug-in) hybrid combinaton of electric motor and petrol or diesel engine";"compact hatchback (eg vw polo, skoda fabia, renault zoe)";NA;10000;"1 day per week";20;NA;"selected";NA;NA;NA;NA;NA;NA;"i have not flown and do not plan to fly in 2022";NA;NA;NA;"several times a week";0;40;"e-bike (up to 500w engine and electric assistance up to 25km / h)";"flexitarian (eg limited meat, cheese, eggs, fruits, vegetables, nuts, grains)";"yes";"detached house";"built / refurbished before 1980 (old)";2;160;"heating pump";"yes";"very worried";"5";"3";"1";11.58;172.512;28;"emissions have changed";"no";NA;"3"
